query_id,Qwen3-8B,Intern-S1-mini,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,DeepSeek-R1-Distill-Qwen-7B
mmlupro:test_1000:890,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:912,0.0,0.0,0.0,0.0,0.0,0.0
mmlupro:test_1000:920,1.0,1.0,1.0,1.0,1.0,0.0
mmlupro:test_1000:923,1.0,0.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:928,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:938,1.0,1.0,1.0,0.0,1.0,0.0
mmlupro:test_1000:939,1.0,1.0,1.0,0.0,1.0,1.0
mmlupro:test_1000:945,1.0,1.0,1.0,1.0,0.0,0.0
mmlupro:test_1000:950,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:955,1.0,0.0,1.0,0.0,0.0,0.0
mmlupro:test_1000:956,0.0,0.0,1.0,0.0,0.0,0.0
mmlupro:test_1000:959,1.0,0.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:960,1.0,0.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:964,0.0,0.0,0.0,0.0,0.0,0.0
mmlupro:test_1000:977,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:978,0.0,0.0,0.0,0.0,0.0,0.0
mmlupro:test_1000:980,0.0,0.0,1.0,0.0,0.0,0.0
mmlupro:test_1000:981,0.0,0.0,1.0,1.0,0.0,1.0
mmlupro:test_1000:987,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:988,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:992,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:995,1.0,1.0,1.0,1.0,1.0,1.0
mmlupro:test_1000:999,1.0,1.0,1.0,0.0,0.0,0.0
math500:test:6,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:7,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:8,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:9,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:13,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:16,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:24,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:43,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:46,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:50,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:58,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:61,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:69,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:71,1.0,1.0,1.0,1.0,0.0,0.0
math500:test:77,1.0,1.0,1.0,1.0,0.0,0.0
math500:test:84,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:85,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:92,1.0,0.0,1.0,0.0,0.0,1.0
math500:test:95,0.0,0.0,0.0,0.0,0.0,0.0
math500:test:99,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:100,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:102,1.0,1.0,1.0,0.0,0.0,0.0
math500:test:104,1.0,1.0,1.0,0.0,0.0,0.0
math500:test:109,1.0,1.0,1.0,1.0,1.0,0.0
math500:test:110,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:124,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:129,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:149,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:151,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:154,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:157,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:158,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:161,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:169,1.0,0.0,1.0,0.0,0.0,0.0
math500:test:175,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:176,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:177,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:178,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:179,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:197,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:210,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:212,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:224,1.0,0.0,1.0,0.0,0.0,1.0
math500:test:229,0.0,1.0,1.0,0.0,0.0,1.0
math500:test:230,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:236,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:238,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:245,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:247,1.0,1.0,1.0,0.0,1.0,0.0
math500:test:249,1.0,1.0,1.0,0.0,1.0,1.0
math500:test:250,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:253,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:256,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:258,0.0,0.0,0.0,0.0,0.0,0.0
math500:test:259,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:262,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:263,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:266,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:271,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:276,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:286,1.0,1.0,1.0,0.0,0.0,0.0
math500:test:288,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:296,1.0,1.0,0.0,0.0,0.0,1.0
math500:test:304,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:306,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:309,0.0,0.0,0.0,0.0,0.0,0.0
math500:test:310,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:311,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:313,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:315,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:324,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:325,0.0,0.0,1.0,0.0,0.0,0.0
math500:test:332,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:346,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:350,1.0,0.0,0.0,0.0,0.0,0.0
math500:test:357,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:365,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:368,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:373,1.0,1.0,1.0,0.0,0.0,0.0
math500:test:376,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:377,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:378,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:390,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:394,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:395,1.0,1.0,1.0,0.0,1.0,1.0
math500:test:396,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:398,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:402,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:403,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:422,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:431,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:447,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:450,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:451,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:458,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:467,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:479,0.0,1.0,1.0,0.0,0.0,0.0
math500:test:483,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:484,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:487,1.0,1.0,0.0,1.0,0.0,1.0
math500:test:488,1.0,1.0,1.0,1.0,1.0,1.0
math500:test:490,1.0,1.0,1.0,1.0,0.0,1.0
math500:test:499,1.0,1.0,1.0,0.0,0.0,1.0
math500:test:500,1.0,1.0,1.0,1.0,1.0,1.0
gpqa:test:1,1.0,1.0,1.0,1.0,0.0,1.0
gpqa:test:8,1.0,1.0,0.0,1.0,1.0,0.0
gpqa:test:15,1.0,0.0,1.0,0.0,0.0,0.0
gpqa:test:22,0.0,1.0,0.0,0.0,0.0,0.0
gpqa:test:25,0.0,1.0,1.0,0.0,0.0,0.0
gpqa:test:34,0.0,0.0,1.0,0.0,0.0,0.0
gpqa:test:39,1.0,1.0,1.0,0.0,0.0,1.0
gpqa:test:42,1.0,1.0,1.0,0.0,1.0,1.0
gpqa:test:44,1.0,1.0,0.0,0.0,0.0,1.0
gpqa:test:57,1.0,0.0,0.0,0.0,0.0,0.0
gpqa:test:70,0.0,1.0,1.0,0.0,0.0,1.0
gpqa:test:71,1.0,1.0,1.0,0.0,0.0,1.0
gpqa:test:78,0.0,1.0,0.0,1.0,0.0,1.0
gpqa:test:82,0.0,1.0,1.0,0.0,1.0,0.0
gpqa:test:84,1.0,1.0,1.0,1.0,0.0,1.0
gpqa:test:85,1.0,0.0,0.0,1.0,0.0,1.0
gpqa:test:89,0.0,1.0,0.0,0.0,0.0,0.0
gpqa:test:93,0.0,0.0,1.0,0.0,0.0,0.0
gpqa:test:97,1.0,1.0,1.0,1.0,0.0,0.0
gpqa:test:104,1.0,0.0,1.0,0.0,0.0,1.0
gpqa:test:107,0.0,0.0,0.0,1.0,0.0,0.0
gpqa:test:114,0.0,0.0,0.0,0.0,0.0,0.0
gpqa:test:115,1.0,0.0,1.0,0.0,1.0,1.0
gpqa:test:131,0.0,0.0,0.0,0.0,0.0,0.0
gpqa:test:137,0.0,0.0,1.0,1.0,1.0,0.0
gpqa:test:143,0.0,0.0,0.0,0.0,1.0,0.0
gpqa:test:144,1.0,1.0,0.0,0.0,0.0,0.0
gpqa:test:152,1.0,1.0,0.0,0.0,1.0,1.0
gpqa:test:158,1.0,0.0,1.0,0.0,1.0,1.0
gpqa:test:162,1.0,1.0,1.0,1.0,0.0,1.0
gpqa:test:164,0.0,1.0,1.0,1.0,0.0,1.0
gpqa:test:175,0.0,0.0,0.0,0.0,0.0,0.0
gpqa:test:179,1.0,0.0,0.0,0.0,0.0,0.0
gpqa:test:180,0.0,0.0,0.0,1.0,0.0,0.0
gpqa:test:187,0.0,1.0,0.0,0.0,0.0,0.0
gpqa:test:194,1.0,0.0,1.0,0.0,0.0,1.0
gpqa:test:196,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:1,1.0,0.0,0.0,0.0,1.0,1.0
mbpp:test:3,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:5,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:7,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:16,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:21,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:31,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:34,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:38,1.0,0.0,0.0,0.0,0.0,1.0
mbpp:test:42,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:48,0.0,1.0,0.0,1.0,0.0,1.0
mbpp:test:64,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:71,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:75,1.0,1.0,1.0,0.0,1.0,1.0
mbpp:test:82,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:101,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:104,1.0,0.0,1.0,0.0,0.0,1.0
mbpp:test:110,0.0,0.0,0.0,1.0,0.0,1.0
mbpp:test:112,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:120,0.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:127,1.0,0.0,1.0,1.0,1.0,0.0
mbpp:test:128,1.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:135,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:136,1.0,1.0,0.0,1.0,1.0,0.0
