state_method,k,state_label,n_queries,best_model,best_utility,second_model,margin,mean_utility_variance,top_benchmark,top_benchmark_frac,top_domain,top_domain_frac
relative_kmeans,24,z05,43,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.04761904761904767,0.03633070680366204,mmlupro,0.5581395348837209,broad_knowledge,0.5581395348837209
relative_kmeans,24,z06,31,gemini-3.5-flash,0.9879321677589421,gpt-5.5,0.2071202018983359,0.000978156943189815,math500,0.5161290322580645,math,0.7096774193548387
relative_kmeans,24,z07,59,gpt-5.5,0.6027963137266651,qwen3-14b-awq-local,0.6027963137266651,0.0020025083300822546,livemathbench,0.4067796610169492,math,0.8813559322033898
relative_kmeans,24,z08,60,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0006108370071154546,bbh,0.2833333333333333,math,0.4
relative_kmeans,24,z09,35,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0011979720758057318,bbh,0.6571428571428571,reasoning,0.6571428571428571
relative_kmeans,24,z10,22,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,1.0,0.002950197404275196,gpqa,0.5454545454545454,science,0.5454545454545454
relative_kmeans,24,z11,38,qwen3-8b-local,1.0,qwen3-14b-awq-local,0.040000000000000036,0.05987943791282163,humaneval,0.3157894736842105,code,0.6052631578947368
relative_kmeans,24,z12,18,qwen3-14b-awq-local,1.0,qwen3-32b-awq-local,1.0,0.0059267061910333214,mmlupro,0.5,broad_knowledge,0.5
relative_kmeans,24,z13,18,qwen3-8b-local,1.0,gemini-3.5-flash,0.011022067644441025,0.05620436713236889,gsm8k,0.5555555555555556,math_easy,0.5555555555555556
relative_kmeans,24,z14,40,gemini-3.5-flash,0.966447486552378,qwen3-32b-awq-local,0.086447486552378,0.061175494966215604,mbpp,0.325,code,0.425
relative_kmeans,24,z15,16,qwen3-14b-awq-local,1.0,gpt-5.5,0.3510220353959469,0.0029764874137233107,math500,0.25,math,0.375
relative_kmeans,24,z16,16,qwen3-4b-local,1.0,qwen3-32b-awq-local,0.0,0.00018713604614712333,gsm8k,0.5,math_easy,0.5
relative_kmeans,24,z17,5,qwen3-8b-local,1.0,qwen3-14b-awq-local,1.0,0.06279160103670917,gpqa,0.8,science,0.8
relative_kmeans,24,z18,6,gemini-3.5-flash,0.9812416153915612,qwen3-14b-awq-local,0.9812416153915612,0.003211767558406735,livemathbench,0.3333333333333333,math,0.6666666666666666
relative_kmeans,24,z19,16,qwen3-4b-local,1.0,qwen3-14b-awq-local,0.8333333333333334,0.15050694689324418,gpqa,0.4375,science,0.4375
relative_kmeans,24,z20,14,qwen3-32b-awq-local,1.0,gpt-5.5,0.2827711211511421,0.004020372474090242,humaneval,0.35714285714285715,code,0.5714285714285714
relative_kmeans,24,z21,17,qwen3-4b-local,1.0,qwen3-14b-awq-local,0.0,0.06067006409420931,gsm8k,0.7058823529411765,math_easy,0.7058823529411765
relative_kmeans,24,z22,27,qwen3-4b-local,1.0,qwen3-32b-awq-local,0.0,0.029979630836867915,mbpp,0.48148148148148145,code,0.7777777777777778
relative_kmeans,24,z23,4,qwen3-8b-local,1.0,gemini-3.5-flash,0.028355979838241563,0.08334761622862347,gpqa,1.0,science,1.0
two_stage_relative_kmeans,24,z00,35,qwen3-4b-local,1.0,qwen3-8b-local,0.0,0.016390785556861364,gsm8k,0.7142857142857143,math_easy,0.7142857142857143
two_stage_relative_kmeans,24,z01,60,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0006108370071154546,bbh,0.2833333333333333,math,0.4
two_stage_relative_kmeans,24,z02,168,qwen3-32b-awq-local,0.0,qwen3-14b-awq-local,0.0,0.0025663170947468417,aime,0.25595238095238093,math,0.5535714285714286
two_stage_relative_kmeans,24,z03,37,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.006792321999477733,mmlupro,0.6486486486486487,broad_knowledge,0.6486486486486487
two_stage_relative_kmeans,24,z04,35,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0011979720758057318,bbh,0.6571428571428571,reasoning,0.6571428571428571
two_stage_relative_kmeans,24,z05,25,qwen3-8b-local,1.0,qwen3-32b-awq-local,0.0,0.012210199619052878,mbpp,0.44,code,0.84
two_stage_relative_kmeans,24,z06,59,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.001076011688774751,humaneval,0.7457627118644068,code,0.9152542372881356
two_stage_relative_kmeans,24,z07,32,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.02174453313315468,mbpp,0.375,code,0.5
two_stage_relative_kmeans,24,z08,45,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0027364380973957446,mbpp,0.5333333333333333,code,0.7111111111111111
two_stage_relative_kmeans,24,z09,28,qwen3-4b-local,1.0,qwen3-32b-awq-local,0.0,0.029979630836867915,mbpp,0.4642857142857143,code,0.75
two_stage_relative_kmeans,24,z10,16,qwen3-4b-local,1.0,qwen3-32b-awq-local,0.0,0.00018713604614712333,gsm8k,0.5,math_easy,0.5
two_stage_relative_kmeans,24,z11,3,qwen3-8b-local,1.0,qwen3-14b-awq-local,0.0,0.05557406449944741,gpqa,1.0,science,1.0
two_stage_relative_kmeans,24,z12,12,qwen3-4b-local,1.0,qwen3-32b-awq-local,0.0,0.0003458394074008532,bbh,0.3333333333333333,reasoning,0.3333333333333333
two_stage_relative_kmeans,24,z13,17,qwen3-4b-local,1.0,qwen3-14b-awq-local,0.0,0.06067006409420931,gsm8k,0.7058823529411765,math_easy,0.7058823529411765
two_stage_relative_kmeans,24,z14,17,qwen3-8b-local,1.0,gemini-3.5-flash,0.027429789653823144,0.06067466762544709,gsm8k,0.35294117647058826,math_easy,0.35294117647058826
two_stage_relative_kmeans,24,z15,15,qwen3-4b-local,1.0,qwen3-14b-awq-local,0.6666666666666667,0.16716495392829347,gpqa,0.5333333333333333,science,0.5333333333333333
two_stage_relative_kmeans,24,z16,5,qwen3-8b-local,1.0,qwen3-14b-awq-local,0.0,0.004712828686417693,gpqa,0.4,science,0.4
two_stage_relative_kmeans,24,z17,4,qwen3-8b-local,1.0,qwen3-32b-awq-local,0.0,0.05565084010397577,gpqa,0.5,science,0.5
two_stage_relative_kmeans,24,z18,31,gemini-3.5-flash,0.9879321677589421,gpt-5.5,0.2071202018983359,0.000978156943189815,math500,0.5161290322580645,math,0.7096774193548387
two_stage_relative_kmeans,24,z19,59,gpt-5.5,0.6027963137266651,qwen3-14b-awq-local,0.6027963137266651,0.0020025083300822546,livemathbench,0.4067796610169492,math,0.8813559322033898
two_stage_relative_kmeans,24,z20,6,gemini-3.5-flash,0.9812416153915612,qwen3-14b-awq-local,0.9812416153915612,0.003211767558406735,livemathbench,0.3333333333333333,math,0.6666666666666666
two_stage_relative_kmeans,24,z21,37,qwen3-14b-awq-local,0.8888888888888888,gpt-5.5,0.8004803293741737,0.09743019778816502,gpqa,0.35135135135135137,science,0.35135135135135137
two_stage_relative_kmeans,24,z22,35,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,1.0,0.06799600155647212,gpqa,0.4,science,0.4
two_stage_relative_kmeans,24,z23,33,gemini-3.5-flash,0.862393297795493,gpt-5.5,0.1674056005959521,0.17367913339469662,gsm8k,0.5151515151515151,math_easy,0.5151515151515151
calibration_refined,24,z00,35,qwen3-4b-local,1.0,qwen3-8b-local,0.0,0.016390785556861364,gsm8k,0.7142857142857143,math_easy,0.7142857142857143
calibration_refined,24,z01,168,qwen3-32b-awq-local,0.0,qwen3-14b-awq-local,0.0,0.0025663170947468417,aime,0.25595238095238093,math,0.5535714285714286
calibration_refined,24,z02,44,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0027364380973957446,mbpp,0.5227272727272727,code,0.7045454545454546
calibration_refined,24,z03,59,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.001076011688774751,humaneval,0.7457627118644068,code,0.9152542372881356
calibration_refined,24,z04,23,qwen3-4b-local,1.0,gemini-3.5-flash,0.01319972681494519,0.0643898525125051,gsm8k,0.4782608695652174,math_easy,0.4782608695652174
calibration_refined,24,z05,43,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.04761904761904767,0.03633070680366204,mmlupro,0.5581395348837209,broad_knowledge,0.5581395348837209
calibration_refined,24,z06,31,gemini-3.5-flash,0.9879321677589421,gpt-5.5,0.2071202018983359,0.000978156943189815,math500,0.5161290322580645,math,0.7096774193548387
calibration_refined,24,z07,59,gpt-5.5,0.6027963137266651,qwen3-14b-awq-local,0.6027963137266651,0.0020025083300822546,livemathbench,0.4067796610169492,math,0.8813559322033898
calibration_refined,24,z08,60,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0006108370071154546,bbh,0.2833333333333333,math,0.4
calibration_refined,24,z09,35,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,0.0,0.0011979720758057318,bbh,0.6571428571428571,reasoning,0.6571428571428571
calibration_refined,24,z10,22,qwen3-32b-awq-local,1.0,qwen3-14b-awq-local,1.0,0.002950197404275196,gpqa,0.5454545454545454,science,0.5454545454545454
calibration_refined,24,z11,38,qwen3-8b-local,1.0,qwen3-14b-awq-local,0.040000000000000036,0.05987943791282163,humaneval,0.3157894736842105,code,0.6052631578947368
calibration_refined,24,z12,18,qwen3-14b-awq-local,1.0,qwen3-32b-awq-local,1.0,0.0059267061910333214,mmlupro,0.5,broad_knowledge,0.5
calibration_refined,24,z13,18,qwen3-8b-local,1.0,gemini-3.5-flash,0.011022067644441025,0.05620436713236889,gsm8k,0.5555555555555556,math_easy,0.5555555555555556
calibration_refined,24,z14,40,gemini-3.5-flash,0.966447486552378,qwen3-32b-awq-local,0.086447486552378,0.061175494966215604,mbpp,0.325,code,0.425
calibration_refined,24,z15,16,qwen3-14b-awq-local,1.0,gpt-5.5,0.3510220353959469,0.0029764874137233107,math500,0.25,math,0.375
calibration_refined,24,z16,16,qwen3-4b-local,1.0,qwen3-32b-awq-local,0.0,0.00018713604614712333,gsm8k,0.5,math_easy,0.5
calibration_refined,24,z17,5,qwen3-8b-local,1.0,qwen3-14b-awq-local,1.0,0.06279160103670917,gpqa,0.8,science,0.8
calibration_refined,24,z18,6,gemini-3.5-flash,0.9812416153915612,qwen3-14b-awq-local,0.9812416153915612,0.003211767558406735,livemathbench,0.3333333333333333,math,0.6666666666666666
calibration_refined,24,z19,16,qwen3-4b-local,1.0,qwen3-14b-awq-local,0.8333333333333334,0.15050694689324418,gpqa,0.4375,science,0.4375
calibration_refined,24,z20,14,qwen3-32b-awq-local,1.0,gpt-5.5,0.2827711211511421,0.004020372474090242,humaneval,0.35714285714285715,code,0.5714285714285714
calibration_refined,24,z21,17,qwen3-4b-local,1.0,qwen3-14b-awq-local,0.0,0.06067006409420931,gsm8k,0.7058823529411765,math_easy,0.7058823529411765
calibration_refined,24,z22,27,qwen3-4b-local,1.0,qwen3-32b-awq-local,0.0,0.029979630836867915,mbpp,0.48148148148148145,code,0.7777777777777778
calibration_refined,24,z23,4,qwen3-8b-local,1.0,gemini-3.5-flash,0.028355979838241563,0.08334761622862347,gpqa,1.0,science,1.0
