query_id,group_id,split,benchmark,domain,state_method,k,assignment_kind
aime:hybrid:34,z00,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:35,z00,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:36,z11,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:37,z00,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:38,z00,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:39,z00,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:4,z11,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:40,z00,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:41,z00,train,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:42,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:43,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:44,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:45,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:46,z11,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:47,z11,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:48,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:49,z11,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:5,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:50,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:51,z00,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:52,z11,val,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:53,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:54,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:55,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:56,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:57,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:58,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:59,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:6,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:60,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:7,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:8,z00,test,aime,math,raw_kmeans,16,utility_state_label
aime:hybrid:9,z11,test,aime,math,raw_kmeans,16,utility_state_label
bbh:test:1,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:10,z13,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:100,z15,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:11,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:12,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:13,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:14,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:15,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:16,z10,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:17,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:18,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:19,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:2,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:20,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:21,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:22,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:23,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:24,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:25,z03,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:26,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:27,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:28,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:29,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:3,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:30,z15,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:31,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:32,z15,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:33,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:34,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:35,z15,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:36,z14,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:37,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:38,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:39,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:4,z07,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:40,z01,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:5,z09,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:6,z03,train,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:7,z01,val,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:8,z01,val,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:81,z13,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:82,z10,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:83,z12,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:84,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:85,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:86,z03,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:87,z00,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:88,z10,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:89,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:9,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:90,z10,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:91,z15,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:92,z10,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:93,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:94,z03,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:95,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:96,z01,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:97,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:98,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
bbh:test:99,z07,test,bbh,reasoning,raw_kmeans,16,utility_state_label
gpqa:test:1,z02,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:10,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:100,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:11,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:12,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:13,z14,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:14,z02,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:15,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:16,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:17,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:18,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:19,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:2,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:20,z02,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:21,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:22,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:23,z14,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:24,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:25,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:26,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:27,z08,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:28,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:29,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:3,z06,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:30,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:31,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:32,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:33,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:34,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:35,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:36,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:37,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:38,z08,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:39,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:4,z08,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:40,z08,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:41,z08,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:42,z06,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:43,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:44,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:45,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:46,z06,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:47,z02,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:48,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:49,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:5,z06,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:50,z02,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:51,z15,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:52,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:53,z06,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:54,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:55,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:56,z02,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:57,z00,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:58,z05,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:59,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:6,z09,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:60,z11,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:61,z02,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:62,z14,train,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:63,z00,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:64,z04,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:65,z00,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:66,z12,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:67,z09,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:68,z02,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:69,z06,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:7,z06,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:70,z00,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:71,z11,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:72,z09,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:73,z04,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:74,z11,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:75,z06,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:76,z00,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:77,z00,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:78,z02,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:79,z00,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:8,z09,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:80,z09,val,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:81,z06,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:83,z06,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:84,z02,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:85,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:86,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:87,z06,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:88,z02,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:89,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:9,z04,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:90,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:91,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:92,z05,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:93,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:94,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:95,z02,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:96,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:97,z02,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:98,z00,test,gpqa,science,raw_kmeans,16,utility_state_label
gpqa:test:99,z12,test,gpqa,science,raw_kmeans,16,utility_state_label
gsm8k:test:0,z13,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:1,z14,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:10,z14,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:11,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:12,z15,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:13,z03,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:14,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:15,z07,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:16,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:17,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:18,z07,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:19,z07,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:2,z14,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:20,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:21,z03,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:22,z10,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:23,z10,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:24,z07,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:25,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:26,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:27,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:28,z08,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:29,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:3,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:30,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:31,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:32,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:33,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:34,z15,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:35,z13,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:36,z15,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:37,z03,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:38,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:39,z04,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:4,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:40,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:41,z03,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:42,z14,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:43,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:44,z15,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:45,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:46,z13,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:47,z14,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:48,z08,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:49,z13,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:5,z15,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:50,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:51,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:52,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:53,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:54,z15,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:55,z01,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:56,z10,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:57,z15,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:58,z03,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:59,z13,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:6,z05,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:60,z14,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:61,z13,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:62,z14,train,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:63,z15,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:64,z07,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:65,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:66,z13,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:67,z01,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:68,z14,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:69,z01,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:7,z15,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:70,z15,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:71,z08,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:72,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:73,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:74,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:75,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:76,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:77,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:78,z05,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:79,z01,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:8,z11,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:80,z14,val,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:81,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:82,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:83,z07,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:84,z01,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:85,z13,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:86,z07,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:87,z03,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:88,z01,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:89,z10,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:9,z07,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:90,z15,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:91,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:92,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:93,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:94,z14,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:95,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:96,z08,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:97,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:98,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
gsm8k:test:99,z05,test,gsm8k,math_easy,raw_kmeans,16,utility_state_label
humaneval:test:1,z12,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:10,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:100,z09,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:11,z00,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:12,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:13,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:14,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:15,z12,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:16,z10,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:17,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:18,z12,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:19,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:2,z09,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:20,z02,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:21,z12,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:22,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:23,z02,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:24,z15,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:25,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:26,z08,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:27,z09,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:28,z10,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:29,z10,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:3,z12,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:30,z09,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:31,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:32,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:33,z00,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:34,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:35,z12,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:36,z08,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:37,z04,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:38,z08,train,humaneval,code,raw_kmeans,16,utility_state_label
humaneval:test:39,z00,train,humaneval,code,raw_kmeans,16,utility_state_label
