method,method_role,baseline,split,query_id,benchmark,model_id
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,aime:hybrid:58,aime,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,aime:hybrid:59,aime,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,aime:hybrid:6,aime,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,aime:hybrid:60,aime,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,aime:hybrid:7,aime,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,aime:hybrid:8,aime,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,aime:hybrid:9,aime,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:81,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:82,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:83,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:84,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:85,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:86,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:87,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:88,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:89,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:9,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:90,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:91,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:92,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:93,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:94,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:95,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:96,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:97,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:98,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,bbh:test:99,bbh,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:81,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:82,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:83,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:84,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:85,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:86,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:87,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:88,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:89,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:9,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:90,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:91,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:92,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:93,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:94,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:95,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:96,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:97,gpqa,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:98,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gpqa:test:99,gpqa,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:81,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:82,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:83,gsm8k,gemini-3.5-flash-strong-solve
