query_id,view,min_leaf,predictor,true_state,predicted_state,confidence
aime:hybrid:6,probe_only,5,random_forest,z06,z06,0.9571814731418836
aime:hybrid:7,probe_only,5,random_forest,z06,z06,0.9298895707535046
aime:hybrid:8,probe_only,5,random_forest,z06,z06,0.9776861653288926
aime:hybrid:9,probe_only,5,random_forest,z06,z06,0.9513032164058832
aime:hybrid:53,probe_only,5,random_forest,z06,z06,0.8681817030971898
aime:hybrid:54,probe_only,5,random_forest,z06,z06,0.9851267008240118
aime:hybrid:55,probe_only,5,random_forest,z06,z06,0.9379700727502882
aime:hybrid:56,probe_only,5,random_forest,z06,z06,0.7830367735573643
aime:hybrid:57,probe_only,5,random_forest,z06,z06,0.9195849013258315
aime:hybrid:58,probe_only,5,random_forest,z06,z06,0.8670230512467545
aime:hybrid:59,probe_only,5,random_forest,z06,z06,0.9473008218625434
aime:hybrid:60,probe_only,5,random_forest,z06,z06,0.8233185217339353
livemathbench:test:9,probe_only,5,random_forest,z00,z06,0.3766257166762463
livemathbench:test:81,probe_only,5,random_forest,z06,z06,0.7637281310925471
livemathbench:test:82,probe_only,5,random_forest,z06,z06,0.908414329221712
livemathbench:test:83,probe_only,5,random_forest,z06,z06,0.728133570445911
livemathbench:test:84,probe_only,5,random_forest,z06,z06,0.9178032603349211
livemathbench:test:85,probe_only,5,random_forest,z06,z06,0.919257660739319
livemathbench:test:86,probe_only,5,random_forest,z01,z01,0.864865708810535
livemathbench:test:87,probe_only,5,random_forest,z00,z06,0.3753026626898008
livemathbench:test:88,probe_only,5,random_forest,z06,z06,0.9597760686991895
livemathbench:test:89,probe_only,5,random_forest,z06,z06,0.8574012842724934
livemathbench:test:90,probe_only,5,random_forest,z06,z06,0.9748960121732788
livemathbench:test:91,probe_only,5,random_forest,z06,z06,0.982822229908977
livemathbench:test:92,probe_only,5,random_forest,z06,z06,0.9754040983650174
livemathbench:test:93,probe_only,5,random_forest,z06,z06,0.976478273751406
livemathbench:test:94,probe_only,5,random_forest,z06,z06,0.9736732928720768
livemathbench:test:95,probe_only,5,random_forest,z06,z06,0.9497971532843142
livemathbench:test:96,probe_only,5,random_forest,z06,z06,0.9229891259302121
livemathbench:test:97,probe_only,5,random_forest,z06,z06,0.9572685252065469
livemathbench:test:98,probe_only,5,random_forest,z06,z06,0.862186058760311
livemathbench:test:99,probe_only,5,random_forest,z06,z06,0.9112353219334584
bbh:test:9,probe_only,5,random_forest,z01,z01,0.9910896455671817
bbh:test:81,probe_only,5,random_forest,z00,z00,0.6846342953152276
bbh:test:82,probe_only,5,random_forest,z00,z00,0.7610658326253789
bbh:test:83,probe_only,5,random_forest,z01,z01,0.8992632329334133
bbh:test:84,probe_only,5,random_forest,z01,z01,0.9168857767363433
bbh:test:85,probe_only,5,random_forest,z01,z01,0.8585498299588484
bbh:test:86,probe_only,5,random_forest,z01,z01,0.8786343109559923
bbh:test:87,probe_only,5,random_forest,z01,z01,0.8832288641268043
bbh:test:88,probe_only,5,random_forest,z00,z00,0.9179489759751078
bbh:test:89,probe_only,5,random_forest,z01,z01,0.9183832389137315
bbh:test:90,probe_only,5,random_forest,z00,z00,0.9188363858706197
bbh:test:91,probe_only,5,random_forest,z00,z00,0.8914690425435146
bbh:test:92,probe_only,5,random_forest,z00,z00,0.9119474686147815
bbh:test:93,probe_only,5,random_forest,z01,z01,0.7395080479860584
bbh:test:94,probe_only,5,random_forest,z00,z00,0.9150584767802606
bbh:test:95,probe_only,5,random_forest,z01,z01,0.9303674687052815
bbh:test:96,probe_only,5,random_forest,z01,z01,0.9458771718214941
bbh:test:97,probe_only,5,random_forest,z01,z01,0.9082414657582596
bbh:test:98,probe_only,5,random_forest,z01,z01,0.8366456727555647
bbh:test:99,probe_only,5,random_forest,z01,z01,0.9052078926167729
gpqa:test:9,probe_only,5,random_forest,z07,z07,0.9304300200077826
gpqa:test:81,probe_only,5,random_forest,z07,z07,0.987156396494772
gpqa:test:83,probe_only,5,random_forest,z07,z07,0.9417704390155001
gpqa:test:84,probe_only,5,random_forest,z07,z07,0.9829508934020542
gpqa:test:85,probe_only,5,random_forest,z07,z07,0.994736215401177
gpqa:test:86,probe_only,5,random_forest,z07,z07,0.9983333333333333
gpqa:test:87,probe_only,5,random_forest,z07,z07,0.9651729008397507
gpqa:test:88,probe_only,5,random_forest,z07,z07,0.9790292578370344
gpqa:test:89,probe_only,5,random_forest,z07,z07,0.9205014770644827
gpqa:test:90,probe_only,5,random_forest,z07,z07,0.98639151827199
gpqa:test:91,probe_only,5,random_forest,z07,z07,0.9870870196991032
gpqa:test:92,probe_only,5,random_forest,z07,z07,0.9929737527769907
gpqa:test:93,probe_only,5,random_forest,z07,z07,0.9849092502664124
gpqa:test:94,probe_only,5,random_forest,z07,z07,0.9866562579594835
gpqa:test:95,probe_only,5,random_forest,z07,z07,0.9979578020019196
gpqa:test:96,probe_only,5,random_forest,z07,z07,0.9712804502758449
gpqa:test:97,probe_only,5,random_forest,z07,z07,0.9685007991537908
gpqa:test:98,probe_only,5,random_forest,z07,z07,0.9584435596323672
gpqa:test:99,probe_only,5,random_forest,z07,z07,0.8655166590806405
mmlupro:test_1000:9,probe_only,5,random_forest,z07,z07,0.9722617589745831
mmlupro:test_1000:81,probe_only,5,random_forest,z07,z07,0.9670459944347133
mmlupro:test_1000:82,probe_only,5,random_forest,z03,z07,0.49423930458944976
mmlupro:test_1000:83,probe_only,5,random_forest,z07,z07,0.9403737858826098
mmlupro:test_1000:84,probe_only,5,random_forest,z03,z03,0.575634418792511
mmlupro:test_1000:85,probe_only,5,random_forest,z07,z07,0.8358418467122118
mmlupro:test_1000:86,probe_only,5,random_forest,z03,z03,0.758818098931422
mmlupro:test_1000:87,probe_only,5,random_forest,z01,z01,0.4105650397130252
mmlupro:test_1000:88,probe_only,5,random_forest,z07,z07,0.7702790828785782
mmlupro:test_1000:89,probe_only,5,random_forest,z07,z07,0.9121417151466932
mmlupro:test_1000:90,probe_only,5,random_forest,z07,z07,0.9770255769632081
mmlupro:test_1000:91,probe_only,5,random_forest,z07,z07,0.9582917536767167
mmlupro:test_1000:92,probe_only,5,random_forest,z04,z04,0.5871164750558557
mmlupro:test_1000:93,probe_only,5,random_forest,z07,z07,0.9495155834220474
mmlupro:test_1000:94,probe_only,5,random_forest,z07,z07,0.946957024213238
mmlupro:test_1000:95,probe_only,5,random_forest,z00,z03,0.4631093300903681
mmlupro:test_1000:96,probe_only,5,random_forest,z07,z07,0.9709727726818909
mmlupro:test_1000:97,probe_only,5,random_forest,z07,z07,0.9317581262180706
mmlupro:test_1000:98,probe_only,5,random_forest,z07,z07,0.847519445758053
mmlupro:test_1000:99,probe_only,5,random_forest,z03,z03,0.6873313764143687
humaneval:test:9,probe_only,5,random_forest,z04,z04,0.46832749566503157
humaneval:test:81,probe_only,5,random_forest,z04,z04,0.8933347149690989
humaneval:test:82,probe_only,5,random_forest,z06,z06,0.4044364574815867
humaneval:test:83,probe_only,5,random_forest,z04,z04,0.9163086198082099
humaneval:test:84,probe_only,5,random_forest,z03,z03,0.5819283281772936
humaneval:test:85,probe_only,5,random_forest,z05,z05,0.5006075583659405
humaneval:test:86,probe_only,5,random_forest,z03,z03,0.7129441360398023
humaneval:test:87,probe_only,5,random_forest,z03,z03,0.5600184682821393
humaneval:test:88,probe_only,5,random_forest,z04,z04,0.4529171658377944
humaneval:test:89,probe_only,5,random_forest,z04,z04,0.9032850854103629
humaneval:test:90,probe_only,5,random_forest,z03,z03,0.6028848703259894
humaneval:test:91,probe_only,5,random_forest,z04,z04,0.9124086771871042
humaneval:test:92,probe_only,5,random_forest,z02,z02,0.739052305728303
humaneval:test:93,probe_only,5,random_forest,z04,z04,0.86865740911419
humaneval:test:94,probe_only,5,random_forest,z03,z03,0.6774445961081912
humaneval:test:96,probe_only,5,random_forest,z04,z04,0.5221534021445218
humaneval:test:97,probe_only,5,random_forest,z04,z04,0.9165571941361136
humaneval:test:98,probe_only,5,random_forest,z04,z04,0.7813946322763355
humaneval:test:99,probe_only,5,random_forest,z04,z04,0.8691553152679936
mbpp:test:9,probe_only,5,random_forest,z03,z03,0.5207141377762773
mbpp:test:81,probe_only,5,random_forest,z03,z03,0.7029114322069128
mbpp:test:82,probe_only,5,random_forest,z03,z03,0.6746851036810678
mbpp:test:83,probe_only,5,random_forest,z03,z03,0.717674152017275
mbpp:test:84,probe_only,5,random_forest,z02,z03,0.4954687825468766
mbpp:test:85,probe_only,5,random_forest,z03,z03,0.8635274346411395
mbpp:test:86,probe_only,5,random_forest,z04,z04,0.5342975046539397
mbpp:test:87,probe_only,5,random_forest,z04,z04,0.6617832970686377
mbpp:test:88,probe_only,5,random_forest,z02,z02,0.6723050243592209
mbpp:test:89,probe_only,5,random_forest,z02,z02,0.6682477708662742
mbpp:test:90,probe_only,5,random_forest,z02,z03,0.3277814889747617
mbpp:test:91,probe_only,5,random_forest,z03,z03,0.8810966822536549
mbpp:test:92,probe_only,5,random_forest,z03,z03,0.7241913000761191
mbpp:test:93,probe_only,5,random_forest,z03,z03,0.7966372737741348
mbpp:test:94,probe_only,5,random_forest,z03,z03,0.693233444912536
mbpp:test:95,probe_only,5,random_forest,z04,z04,0.8354261208319905
mbpp:test:96,probe_only,5,random_forest,z04,z04,0.6484171353315777
mbpp:test:97,probe_only,5,random_forest,z03,z03,0.7463229852804398
mbpp:test:98,probe_only,5,random_forest,z03,z03,0.676894719858702
mbpp:test:99,probe_only,5,random_forest,z03,z03,0.6993366311918491
gsm8k:test:9,probe_only,5,histgb,z00,z00,0.9999737508978577
gsm8k:test:81,probe_only,5,histgb,z01,z01,0.9999773890578204
gsm8k:test:82,probe_only,5,histgb,z01,z01,0.9999760526587337
gsm8k:test:83,probe_only,5,histgb,z01,z01,0.9999810005306006
gsm8k:test:84,probe_only,5,histgb,z01,z01,0.9999790307919831
gsm8k:test:85,probe_only,5,histgb,z01,z01,0.9999641589538977
gsm8k:test:86,probe_only,5,histgb,z00,z00,0.9999546475507213
gsm8k:test:87,probe_only,5,histgb,z00,z00,0.9999811882242751
gsm8k:test:88,probe_only,5,histgb,z01,z01,0.9999801751254295
gsm8k:test:89,probe_only,5,histgb,z00,z00,0.9999779786278121
gsm8k:test:90,probe_only,5,histgb,z00,z00,0.9999802187603828
gsm8k:test:91,probe_only,5,histgb,z01,z01,0.9999755988536511
gsm8k:test:92,probe_only,5,histgb,z00,z00,0.9999779399789165
gsm8k:test:93,probe_only,5,histgb,z00,z00,0.9999844687215358
gsm8k:test:94,probe_only,5,histgb,z00,z00,0.9997832574283831
gsm8k:test:95,probe_only,5,histgb,z00,z00,0.9999802829527588
gsm8k:test:96,probe_only,5,histgb,z01,z01,0.9999653857940082
gsm8k:test:97,probe_only,5,histgb,z00,z00,0.9999571873160451
gsm8k:test:98,probe_only,5,histgb,z00,z00,0.9999154316614781
gsm8k:test:99,probe_only,5,histgb,z00,z00,0.9999850580589031
math500:test:9,probe_only,5,histgb,z00,z00,0.9998489369428102
math500:test:81,probe_only,5,histgb,z06,z06,0.9999905861354309
math500:test:82,probe_only,5,histgb,z06,z06,0.9999835521047996
math500:test:83,probe_only,5,histgb,z06,z06,0.9999886202395936
math500:test:84,probe_only,5,histgb,z06,z06,0.9999877543544414
math500:test:85,probe_only,5,histgb,z06,z06,0.9999914504651556
math500:test:86,probe_only,5,histgb,z06,z06,0.9998697695957155
math500:test:87,probe_only,5,histgb,z01,z01,0.9999818171339674
math500:test:88,probe_only,5,histgb,z06,z06,0.9999862837944749
math500:test:89,probe_only,5,histgb,z06,z06,0.9999822412730266
math500:test:90,probe_only,5,histgb,z06,z06,0.9999821945751919
math500:test:91,probe_only,5,histgb,z00,z00,0.9999795406894508
math500:test:92,probe_only,5,histgb,z06,z06,0.9999916791412589
math500:test:93,probe_only,5,histgb,z05,z05,0.9990749549600383
math500:test:94,probe_only,5,histgb,z06,z06,0.9999894940814666
math500:test:95,probe_only,5,histgb,z06,z06,0.9999877441995242
math500:test:96,probe_only,5,histgb,z06,z06,0.9999929079338423
math500:test:97,probe_only,5,histgb,z06,z06,0.9999865709227443
math500:test:98,probe_only,5,histgb,z00,z03,0.9997278731002686
math500:test:99,probe_only,5,histgb,z01,z01,0.9999818219026384
aime:hybrid:6,probe_only,5,histgb,z06,z06,0.9999848348551412
aime:hybrid:7,probe_only,5,histgb,z06,z06,0.9999885865646421
aime:hybrid:8,probe_only,5,histgb,z06,z06,0.9999914278133692
aime:hybrid:9,probe_only,5,histgb,z06,z06,0.9999930358666439
aime:hybrid:53,probe_only,5,histgb,z06,z06,0.999990919584361
aime:hybrid:54,probe_only,5,histgb,z06,z06,0.9999914265223007
aime:hybrid:55,probe_only,5,histgb,z06,z06,0.999989537647487
aime:hybrid:56,probe_only,5,histgb,z06,z06,0.9999877343964149
aime:hybrid:57,probe_only,5,histgb,z06,z06,0.9999845597799525
aime:hybrid:58,probe_only,5,histgb,z06,z06,0.9999659464009755
aime:hybrid:59,probe_only,5,histgb,z06,z06,0.9999902056673105
aime:hybrid:60,probe_only,5,histgb,z06,z06,0.9999836926226732
livemathbench:test:9,probe_only,5,histgb,z00,z00,0.9997595708240214
livemathbench:test:81,probe_only,5,histgb,z06,z06,0.9999883260423014
livemathbench:test:82,probe_only,5,histgb,z06,z06,0.9999886007748569
livemathbench:test:83,probe_only,5,histgb,z06,z06,0.9999488890669647
livemathbench:test:84,probe_only,5,histgb,z06,z06,0.9999869013201157
livemathbench:test:85,probe_only,5,histgb,z06,z06,0.9999843137650202
livemathbench:test:86,probe_only,5,histgb,z01,z01,0.9999675475916495
livemathbench:test:87,probe_only,5,histgb,z00,z00,0.9998751492735176
livemathbench:test:88,probe_only,5,histgb,z06,z06,0.9999861740233943
livemathbench:test:89,probe_only,5,histgb,z06,z06,0.9999894200384204
livemathbench:test:90,probe_only,5,histgb,z06,z06,0.9999905815083818
livemathbench:test:91,probe_only,5,histgb,z06,z06,0.9999877084104872
livemathbench:test:92,probe_only,5,histgb,z06,z06,0.999989921290948
livemathbench:test:93,probe_only,5,histgb,z06,z06,0.999992553279919
livemathbench:test:94,probe_only,5,histgb,z06,z06,0.9999886638504244
livemathbench:test:95,probe_only,5,histgb,z06,z06,0.9999859828237343
livemathbench:test:96,probe_only,5,histgb,z06,z06,0.999988447410801
livemathbench:test:97,probe_only,5,histgb,z06,z06,0.9999926201857757
livemathbench:test:98,probe_only,5,histgb,z06,z06,0.9999907540412407
livemathbench:test:99,probe_only,5,histgb,z06,z06,0.9999621341460954
bbh:test:9,probe_only,5,histgb,z01,z01,0.9999815292180266
bbh:test:81,probe_only,5,histgb,z00,z00,0.9999631542282463
bbh:test:82,probe_only,5,histgb,z00,z00,0.9999682977221862
bbh:test:83,probe_only,5,histgb,z01,z01,0.9999771426065834
bbh:test:84,probe_only,5,histgb,z01,z01,0.9999771426065834
bbh:test:85,probe_only,5,histgb,z01,z01,0.9999778273965477
bbh:test:86,probe_only,5,histgb,z01,z01,0.9999778273965477
bbh:test:87,probe_only,5,histgb,z01,z01,0.9999773095444199
bbh:test:88,probe_only,5,histgb,z00,z00,0.9999758286905235
bbh:test:89,probe_only,5,histgb,z01,z01,0.9999771426065834
bbh:test:90,probe_only,5,histgb,z00,z00,0.9999758286905235
bbh:test:91,probe_only,5,histgb,z00,z00,0.9999767423230564
bbh:test:92,probe_only,5,histgb,z00,z00,0.9999758286905235
bbh:test:93,probe_only,5,histgb,z01,z01,0.9999677584120701
bbh:test:94,probe_only,5,histgb,z00,z00,0.9999758286905235
bbh:test:95,probe_only,5,histgb,z01,z01,0.9999768276330622
bbh:test:96,probe_only,5,histgb,z01,z01,0.9999771350140507
bbh:test:97,probe_only,5,histgb,z01,z01,0.9999771426065834
bbh:test:98,probe_only,5,histgb,z01,z01,0.9999778273965477
bbh:test:99,probe_only,5,histgb,z01,z01,0.9999771426065834
gpqa:test:9,probe_only,5,histgb,z07,z07,0.9999860168719102
gpqa:test:81,probe_only,5,histgb,z07,z07,0.999983585683718
gpqa:test:83,probe_only,5,histgb,z07,z07,0.99997961845494
gpqa:test:84,probe_only,5,histgb,z07,z07,0.9999778212371228
gpqa:test:85,probe_only,5,histgb,z07,z07,0.9999865796585741
gpqa:test:86,probe_only,5,histgb,z07,z07,0.9999871252135066
gpqa:test:87,probe_only,5,histgb,z07,z07,0.9999863089418872
gpqa:test:88,probe_only,5,histgb,z07,z07,0.9999775974692676
gpqa:test:89,probe_only,5,histgb,z07,z07,0.9999825343287526
gpqa:test:90,probe_only,5,histgb,z07,z07,0.9999857155157197
gpqa:test:91,probe_only,5,histgb,z07,z07,0.9999855082694842
gpqa:test:92,probe_only,5,histgb,z07,z07,0.999985641637811
gpqa:test:93,probe_only,5,histgb,z07,z07,0.9999832037522273
gpqa:test:94,probe_only,5,histgb,z07,z07,0.9999888371525945
gpqa:test:95,probe_only,5,histgb,z07,z07,0.9999883088155704
gpqa:test:96,probe_only,5,histgb,z07,z07,0.9999836985094074
gpqa:test:97,probe_only,5,histgb,z07,z07,0.999979558369291
gpqa:test:98,probe_only,5,histgb,z07,z07,0.9999847615461142
gpqa:test:99,probe_only,5,histgb,z07,z07,0.9999808403826843
mmlupro:test_1000:9,probe_only,5,histgb,z07,z07,0.9999790294261139
mmlupro:test_1000:81,probe_only,5,histgb,z07,z07,0.9999784763898824
mmlupro:test_1000:82,probe_only,5,histgb,z03,z03,0.9998052462506499
mmlupro:test_1000:83,probe_only,5,histgb,z07,z07,0.9999703244920229
mmlupro:test_1000:84,probe_only,5,histgb,z03,z03,0.9999177229524145
mmlupro:test_1000:85,probe_only,5,histgb,z07,z07,0.9999746124667724
mmlupro:test_1000:86,probe_only,5,histgb,z03,z03,0.9999190018684526
mmlupro:test_1000:87,probe_only,5,histgb,z01,z01,0.9995386657749047
mmlupro:test_1000:88,probe_only,5,histgb,z07,z07,0.9999190991911917
mmlupro:test_1000:89,probe_only,5,histgb,z07,z07,0.999981714212483
mmlupro:test_1000:90,probe_only,5,histgb,z07,z07,0.999976077819146
mmlupro:test_1000:91,probe_only,5,histgb,z07,z07,0.9999776114669771
mmlupro:test_1000:92,probe_only,5,histgb,z04,z04,0.9998593873221578
mmlupro:test_1000:93,probe_only,5,histgb,z07,z07,0.9999782548177215
mmlupro:test_1000:94,probe_only,5,histgb,z07,z07,0.9999760283605544
mmlupro:test_1000:95,probe_only,5,histgb,z00,z00,0.9999217768926186
mmlupro:test_1000:96,probe_only,5,histgb,z07,z07,0.9999833157110859
mmlupro:test_1000:97,probe_only,5,histgb,z07,z07,0.9999358593279234
mmlupro:test_1000:98,probe_only,5,histgb,z07,z07,0.9999669608861054
mmlupro:test_1000:99,probe_only,5,histgb,z03,z03,0.9999193247388332
humaneval:test:9,probe_only,5,histgb,z04,z04,0.9999691824088472
humaneval:test:81,probe_only,5,histgb,z04,z04,0.9999708073973852
humaneval:test:82,probe_only,5,histgb,z06,z06,0.9996700132501865
humaneval:test:83,probe_only,5,histgb,z04,z04,0.9999709704267874
humaneval:test:84,probe_only,5,histgb,z03,z03,0.9999682217085781
humaneval:test:85,probe_only,5,histgb,z05,z05,0.9998822474268175
humaneval:test:86,probe_only,5,histgb,z03,z03,0.9999796237832391
humaneval:test:87,probe_only,5,histgb,z03,z05,0.9766873333207927
humaneval:test:88,probe_only,5,histgb,z04,z04,0.9999659723649876
humaneval:test:89,probe_only,5,histgb,z04,z04,0.9999682603747785
humaneval:test:90,probe_only,5,histgb,z03,z03,0.9998172846400021
humaneval:test:91,probe_only,5,histgb,z04,z04,0.9999705863740072
humaneval:test:92,probe_only,5,histgb,z02,z02,0.9998011541401491
humaneval:test:93,probe_only,5,histgb,z04,z04,0.9999728050062692
humaneval:test:94,probe_only,5,histgb,z03,z03,0.9998256555897158
humaneval:test:96,probe_only,5,histgb,z04,z04,0.9999689960011078
humaneval:test:97,probe_only,5,histgb,z04,z04,0.9999728744197997
humaneval:test:98,probe_only,5,histgb,z04,z04,0.9999803450024964
humaneval:test:99,probe_only,5,histgb,z04,z04,0.9999729899638718
mbpp:test:9,probe_only,5,histgb,z03,z03,0.9998243826637944
mbpp:test:81,probe_only,5,histgb,z03,z03,0.9999768862844809
mbpp:test:82,probe_only,5,histgb,z03,z03,0.9999464448204227
mbpp:test:83,probe_only,5,histgb,z03,z03,0.9999333743905054
mbpp:test:84,probe_only,5,histgb,z02,z02,0.9980759902235785
mbpp:test:85,probe_only,5,histgb,z03,z03,0.9999670912542045
mbpp:test:86,probe_only,5,histgb,z04,z04,0.9998240004990119
mbpp:test:87,probe_only,5,histgb,z04,z04,0.9998355880018717
mbpp:test:88,probe_only,5,histgb,z02,z02,0.9992039606179766
mbpp:test:89,probe_only,5,histgb,z02,z02,0.9993814101395833
mbpp:test:90,probe_only,5,histgb,z02,z02,0.9978294259619009
mbpp:test:91,probe_only,5,histgb,z03,z03,0.9999627671803338
mbpp:test:92,probe_only,5,histgb,z03,z03,0.9999321521647165
mbpp:test:93,probe_only,5,histgb,z03,z03,0.9999574533538276
mbpp:test:94,probe_only,5,histgb,z03,z03,0.9999796615108884
mbpp:test:95,probe_only,5,histgb,z04,z04,0.9999627393181593
mbpp:test:96,probe_only,5,histgb,z04,z04,0.9998590996718071
mbpp:test:97,probe_only,5,histgb,z03,z03,0.9999706957552481
mbpp:test:98,probe_only,5,histgb,z03,z03,0.9999374374400868
mbpp:test:99,probe_only,5,histgb,z03,z03,0.9999382736231089
gsm8k:test:9,probe_only,20,random_forest,z00,z00,0.8981240412524627
gsm8k:test:81,probe_only,20,random_forest,z01,z01,0.9001495273414192
gsm8k:test:82,probe_only,20,random_forest,z01,z01,0.9596838788685275
gsm8k:test:83,probe_only,20,random_forest,z01,z01,0.9795668088092964
gsm8k:test:84,probe_only,20,random_forest,z01,z01,0.9825673395719372
gsm8k:test:85,probe_only,20,random_forest,z01,z01,0.9154292635023509
gsm8k:test:86,probe_only,20,random_forest,z00,z00,0.7741174254071379
gsm8k:test:87,probe_only,20,random_forest,z00,z00,0.9826651669208318
gsm8k:test:88,probe_only,20,random_forest,z01,z01,0.9829018017415471
gsm8k:test:89,probe_only,20,random_forest,z00,z00,0.9681892076428414
gsm8k:test:90,probe_only,20,random_forest,z00,z00,0.9583330274395236
gsm8k:test:91,probe_only,20,random_forest,z01,z01,0.949705912118291
gsm8k:test:92,probe_only,20,random_forest,z00,z00,0.7573363509934208
gsm8k:test:93,probe_only,20,random_forest,z00,z00,0.9595439033869244
gsm8k:test:94,probe_only,20,random_forest,z00,z00,0.4496602960070998
gsm8k:test:95,probe_only,20,random_forest,z00,z00,0.9875851804247884
gsm8k:test:96,probe_only,20,random_forest,z01,z01,0.9281641207541274
gsm8k:test:97,probe_only,20,random_forest,z00,z00,0.6946903689597906
gsm8k:test:98,probe_only,20,random_forest,z00,z00,0.42358052707601923
gsm8k:test:99,probe_only,20,random_forest,z00,z00,0.9486323603314827
math500:test:9,probe_only,20,random_forest,z00,z00,0.5238722974991078
math500:test:81,probe_only,20,random_forest,z07,z07,0.8211567006396758
math500:test:82,probe_only,20,random_forest,z07,z07,0.797780871296635
math500:test:83,probe_only,20,random_forest,z07,z07,0.9268499561624303
math500:test:84,probe_only,20,random_forest,z05,z05,0.7347197560733879
math500:test:85,probe_only,20,random_forest,z05,z05,0.7364995511951036
math500:test:86,probe_only,20,random_forest,z07,z07,0.8565978315839716
math500:test:87,probe_only,20,random_forest,z01,z01,0.9852448419371065
math500:test:88,probe_only,20,random_forest,z05,z05,0.7566448829030398
math500:test:89,probe_only,20,random_forest,z07,z07,0.7276523899147403
math500:test:90,probe_only,20,random_forest,z05,z05,0.637186956407134
math500:test:91,probe_only,20,random_forest,z00,z00,0.9043621274886501
math500:test:92,probe_only,20,random_forest,z05,z05,0.5087525148282666
math500:test:93,probe_only,20,random_forest,z07,z07,0.6468369639504782
math500:test:94,probe_only,20,random_forest,z07,z07,0.6617766905818873
math500:test:95,probe_only,20,random_forest,z07,z07,0.952736972369513
math500:test:96,probe_only,20,random_forest,z07,z07,0.9082971239804242
math500:test:97,probe_only,20,random_forest,z07,z07,0.8496918129378612
math500:test:98,probe_only,20,random_forest,z00,z03,0.369328930358459
math500:test:99,probe_only,20,random_forest,z01,z01,0.9926043981835513
aime:hybrid:6,probe_only,20,random_forest,z07,z07,0.8829754717813694
aime:hybrid:7,probe_only,20,random_forest,z07,z07,0.8969601873958283
aime:hybrid:8,probe_only,20,random_forest,z07,z07,0.844266894845991
aime:hybrid:9,probe_only,20,random_forest,z05,z05,0.6400996988651154
aime:hybrid:53,probe_only,20,random_forest,z07,z07,0.8307219651092662
aime:hybrid:54,probe_only,20,random_forest,z07,z07,0.9593970682700018
aime:hybrid:55,probe_only,20,random_forest,z07,z07,0.8973337693852005
aime:hybrid:56,probe_only,20,random_forest,z07,z07,0.7185702360459093
aime:hybrid:57,probe_only,20,random_forest,z07,z07,0.8729292477176583
