method,split,state_method,predictor,k,policy_kind,n_queries,mean_quality,mean_utility,oracle_mean_utility,utility_gap_to_oracle,oracle_utility_ratio,remote_cost_total_usd,frontier_call_rate,mean_latency_s,confidence_threshold,active_probe_rate,selected_models_json
relative_kmeans_k2_mlp_plain,test,relative_kmeans,mlp,2,plain_predicted_state,170,0.5470588235294118,0.530931694559717,0.7316353287183842,0.2007036341586672,0.7256780444019255,0.056488500000000004,0.6588235294117647,3.2101759181303136,0.88,0.0,"{""gemini-3.5-flash"": 112, ""qwen3-32b-awq-local"": 58}"
relative_kmeans_k8_knn_active_state_reveal,test,relative_kmeans,knn,8,diagnostic_active_state_reveal,170,0.5352941176470588,0.5245459815151632,0.7316353287183842,0.20708934720322103,0.7169500445447565,0.0376475,0.25882352941176473,1.4000171324786017,0.26,0.041176470588235294,"{""gemini-3.5-flash"": 41, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 87, ""qwen3-32b-awq-local"": 19, ""qwen3-4b-local"": 20}"
relative_kmeans_k4_mlp_active_state_reveal,test,relative_kmeans,mlp,4,diagnostic_active_state_reveal,170,0.5529411764705883,0.5237379931268975,0.7316353287183842,0.2078973355914867,0.7158456850960664,0.10228999999999999,0.1,1.8235927076900706,0.51,0.27058823529411763,"{""gpt-5.5"": 17, ""qwen3-14b-awq-local"": 86, ""qwen3-4b-local"": 67}"
relative_kmeans_k4_torch_mlp_active_state_reveal,test,relative_kmeans,torch_mlp,4,diagnostic_active_state_reveal,170,0.5705882352941176,0.5202970361357655,0.7316353287183842,0.21133829258261871,0.7111425811642763,0.176155,0.13529411764705881,1.7578465686124913,0.99,0.27058823529411763,"{""gpt-5.5"": 23, ""qwen3-14b-awq-local"": 81, ""qwen3-4b-local"": 66}"
relative_kmeans_k16_torch_mlp_active_state_reveal,test,relative_kmeans,torch_mlp,16,diagnostic_active_state_reveal,170,0.5352941176470588,0.51500191641418,0.7316353287183842,0.2166334123042042,0.7039052055021947,0.0710775,0.12941176470588237,1.4654683435664457,0.78,0.24705882352941178,"{""gemini-3.5-flash"": 13, ""gpt-5.5"": 9, ""qwen3-14b-awq-local"": 72, ""qwen3-32b-awq-local"": 33, ""qwen3-4b-local"": 22, ""qwen3-8b-local"": 21}"
relative_kmeans_k8_torch_mlp_active_state_reveal,test,relative_kmeans,torch_mlp,8,diagnostic_active_state_reveal,170,0.5294117647058824,0.5136494970942211,0.7316353287183842,0.21798583162416307,0.7020567172364245,0.055210499999999996,0.21764705882352942,1.4779898825813742,0.84,0.2411764705882353,"{""gemini-3.5-flash"": 32, ""gpt-5.5"": 5, ""qwen3-14b-awq-local"": 80, ""qwen3-32b-awq-local"": 23, ""qwen3-4b-local"": 30}"
relative_kmeans_k8_knn_plain,test,relative_kmeans,knn,8,plain_predicted_state,170,0.5235294117647059,0.5109526864323377,0.7316353287183842,0.2206826422860465,0.6983707133543984,0.04405250000000001,0.2647058823529412,1.489218466422137,0.26,0.0,"{""gemini-3.5-flash"": 42, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 85, ""qwen3-32b-awq-local"": 19, ""qwen3-4b-local"": 21}"
relative_kmeans_k8_knn_lowconf_fallback,test,relative_kmeans,knn,8,low_confidence_fallback,170,0.5176470588235295,0.508921362331938,0.7316353287183842,0.22271396638644625,0.6955942972620289,0.0305635,0.2411764705882353,1.3315695636412677,0.26,0.041176470588235294,"{""gemini-3.5-flash"": 39, ""gpt-5.5"": 2, ""qwen3-14b-awq-local"": 83, ""qwen3-32b-awq-local"": 26, ""qwen3-4b-local"": 20}"
relative_kmeans_k16_mlp_active_state_reveal,test,relative_kmeans,mlp,16,diagnostic_active_state_reveal,170,0.5,0.49578125486098623,0.7316353287183842,0.23585407385739798,0.6776343834153733,0.014776999999999998,0.03529411764705882,0.9781690471312579,0.22,0.20588235294117646,"{""gemini-3.5-flash"": 4, ""gpt-5.5"": 2, ""qwen3-14b-awq-local"": 104, ""qwen3-32b-awq-local"": 27, ""qwen3-4b-local"": 24, ""qwen3-8b-local"": 9}"
relative_kmeans_k16_knn_active_state_reveal,test,relative_kmeans,knn,16,diagnostic_active_state_reveal,170,0.5058823529411764,0.4937925376605501,0.7316353287183842,0.23784279105783412,0.674916202482367,0.042347,0.07647058823529412,1.4792968609753776,0.26,0.19411764705882353,"{""gemini-3.5-flash"": 8, ""gpt-5.5"": 5, ""qwen3-14b-awq-local"": 93, ""qwen3-32b-awq-local"": 13, ""qwen3-4b-local"": 34, ""qwen3-8b-local"": 17}"
relative_kmeans_k8_mlp_plain,test,relative_kmeans,mlp,8,plain_predicted_state,170,0.5,0.4788658769010487,0.7316353287183842,0.2527694518173355,0.6545144255675635,0.07402650000000001,0.20588235294117646,1.273147263246424,0.31,0.0,"{""gemini-3.5-flash"": 28, ""gpt-5.5"": 7, ""qwen3-14b-awq-local"": 103, ""qwen3-32b-awq-local"": 23, ""qwen3-4b-local"": 9}"
relative_kmeans_k4_torch_mlp_lowconf_fallback,test,relative_kmeans,torch_mlp,4,low_confidence_fallback,170,0.5117647058823529,0.4752543030872811,0.7316353287183842,0.2563810256311031,0.6495781223684082,0.127885,0.08823529411764706,1.7144816510817584,0.99,0.27058823529411763,"{""gpt-5.5"": 15, ""qwen3-14b-awq-local"": 57, ""qwen3-32b-awq-local"": 46, ""qwen3-4b-local"": 52}"
relative_kmeans_k8_torch_mlp_lowconf_fallback,test,relative_kmeans,torch_mlp,8,low_confidence_fallback,170,0.4764705882352941,0.4648274283495373,0.7316353287183842,0.26680790036884694,0.6353266581095557,0.0407825,0.16470588235294117,1.45438472663655,0.84,0.2411764705882353,"{""gemini-3.5-flash"": 25, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 64, ""qwen3-32b-awq-local"": 54, ""qwen3-4b-local"": 24}"
relative_kmeans_k4_mlp_lowconf_fallback,test,relative_kmeans,mlp,4,low_confidence_fallback,170,0.47058823529411764,0.46423313840067204,0.7316353287183842,0.2674021903177122,0.634514381931058,0.022260000000000002,0.023529411764705882,1.6566877435235416,0.51,0.27058823529411763,"{""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 61, ""qwen3-32b-awq-local"": 46, ""qwen3-4b-local"": 59}"
relative_kmeans_k8_torch_mlp_plain,test,relative_kmeans,torch_mlp,8,plain_predicted_state,170,0.4764705882352941,0.46069690086281795,0.7316353287183842,0.27093842785556627,0.629681048439565,0.0552505,0.19411764705882353,1.3623351798338048,0.84,0.0,"{""gemini-3.5-flash"": 29, ""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 92, ""qwen3-32b-awq-local"": 18, ""qwen3-4b-local"": 27}"
relative_kmeans_k4_mlp_plain,test,relative_kmeans,mlp,4,plain_predicted_state,170,0.4823529411764706,0.4568240658749471,0.7316353287183842,0.2748112628434371,0.6243876531702921,0.08942,0.07058823529411765,1.883440631978652,0.51,0.0,"{""gpt-5.5"": 12, ""qwen3-14b-awq-local"": 82, ""qwen3-4b-local"": 76}"
relative_kmeans_k16_torch_mlp_lowconf_fallback,test,relative_kmeans,torch_mlp,16,low_confidence_fallback,170,0.47058823529411764,0.45547032768643236,0.7316353287183842,0.27616500103195185,0.6225373622734786,0.0529535,0.08823529411764706,1.3357868475072525,0.78,0.24705882352941178,"{""gemini-3.5-flash"": 9, ""gpt-5.5"": 6, ""qwen3-14b-awq-local"": 58, ""qwen3-32b-awq-local"": 69, ""qwen3-4b-local"": 14, ""qwen3-8b-local"": 14}"
relative_kmeans_k4_knn_active_state_reveal,test,relative_kmeans,knn,4,diagnostic_active_state_reveal,170,0.4647058823529412,0.4484284407815214,0.7316353287183842,0.28320688793686283,0.612912503237152,0.057015,0.047058823529411764,1.8221854280023013,0.4,0.07058823529411765,"{""gpt-5.5"": 8, ""qwen3-14b-awq-local"": 67, ""qwen3-4b-local"": 95}"
relative_kmeans_k8_mlp_lowconf_fallback,test,relative_kmeans,mlp,8,low_confidence_fallback,170,0.4470588235294118,0.4468729669221506,0.7316353287183842,0.2847623617962336,0.6107864797958078,0.0006510000000000001,0.029411764705882353,0.7499567424549776,0.31,0.4294117647058823,"{""gemini-3.5-flash"": 5, ""qwen3-14b-awq-local"": 69, ""qwen3-32b-awq-local"": 96}"
relative_kmeans_k4_torch_mlp_plain,test,relative_kmeans,torch_mlp,4,plain_predicted_state,170,0.49411764705882355,0.44092868359371146,0.7316353287183842,0.29070664512467276,0.6026618265770358,0.186305,0.13529411764705881,1.8985702542697682,0.99,0.0,"{""gpt-5.5"": 23, ""qwen3-14b-awq-local"": 76, ""qwen3-4b-local"": 71}"
relative_kmeans_k4_knn_lowconf_fallback,test,relative_kmeans,knn,4,low_confidence_fallback,170,0.45294117647058824,0.43992550408190056,0.7316353287183842,0.29170982463648365,0.6012906796785281,0.045590000000000006,0.03529411764705882,1.8546777669121237,0.4,0.07058823529411765,"{""gpt-5.5"": 6, ""qwen3-14b-awq-local"": 57, ""qwen3-32b-awq-local"": 12, ""qwen3-4b-local"": 95}"
relative_kmeans_k16_mlp_plain,test,relative_kmeans,mlp,16,plain_predicted_state,170,0.4411764705882353,0.43967762698129054,0.7316353287183842,0.2919577017370937,0.6009518809752941,0.00525,0.0058823529411764705,0.8537550814011517,0.22,0.0,"{""gpt-5.5"": 1, ""qwen3-14b-awq-local"": 110, ""qwen3-32b-awq-local"": 27, ""qwen3-4b-local"": 27, ""qwen3-8b-local"": 5}"
relative_kmeans_k16_torch_mlp_plain,test,relative_kmeans,torch_mlp,16,plain_predicted_state,170,0.4647058823529412,0.43917400936420387,0.7316353287183842,0.29246131935418035,0.6002635358430697,0.0894305,0.12352941176470589,1.4435311191222246,0.78,0.0,"{""gemini-3.5-flash"": 11, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 77, ""qwen3-32b-awq-local"": 33, ""qwen3-4b-local"": 21, ""qwen3-8b-local"": 18}"
relative_kmeans_k4_knn_plain,test,relative_kmeans,knn,4,plain_predicted_state,170,0.45294117647058824,0.4364239199220573,0.7316353287183842,0.2952114087963269,0.5965047104635408,0.05785500000000001,0.041176470588235294,1.8534569992738612,0.4,0.0,"{""gpt-5.5"": 7, ""qwen3-14b-awq-local"": 67, ""qwen3-4b-local"": 96}"
relative_kmeans_k16_mlp_lowconf_fallback,test,relative_kmeans,mlp,16,low_confidence_fallback,170,0.43529411764705883,0.43529411764705883,0.7316353287183842,0.2963412110713254,0.5949604954281932,0.0,0.0,0.8348108221502865,0.22,0.20588235294117646,"{""qwen3-14b-awq-local"": 89, ""qwen3-32b-awq-local"": 57, ""qwen3-4b-local"": 22, ""qwen3-8b-local"": 2}"
relative_kmeans_k16_knn_lowconf_fallback,test,relative_kmeans,knn,16,low_confidence_fallback,170,0.4235294117647059,0.41733890217400377,0.7316353287183842,0.31429642654438045,0.5704192864839676,0.0216835,0.029411764705882353,1.3155232808169197,0.26,0.19411764705882353,"{""gemini-3.5-flash"": 3, ""gpt-5.5"": 2, ""qwen3-14b-awq-local"": 80, ""qwen3-32b-awq-local"": 42, ""qwen3-4b-local"": 31, ""qwen3-8b-local"": 12}"
relative_kmeans_k16_knn_plain,test,relative_kmeans,knn,16,plain_predicted_state,170,0.4294117647058823,0.41424675058483595,0.7316353287183842,0.31738857813354826,0.5661929301725734,0.0531185,0.052941176470588235,1.4897743898279527,0.26,0.0,"{""gemini-3.5-flash"": 3, ""gpt-5.5"": 6, ""qwen3-14b-awq-local"": 92, ""qwen3-32b-awq-local"": 17, ""qwen3-4b-local"": 32, ""qwen3-8b-local"": 20}"
relative_kmeans_k16_diagnostic_true_state,val,relative_kmeans,oracle_state,16,diagnostic_true_state,152,0.8289473684210527,0.7828105486478716,0.7838220990400472,0.0010115503921755975,0.99870946431159,0.1444925,0.17763157894736842,2.1095535112054726,,0.0,"{""gemini-3.5-flash"": 9, ""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 58, ""qwen3-32b-awq-local"": 21, ""qwen3-4b-local"": 26, ""qwen3-8b-local"": 20}"
relative_kmeans_k4_diagnostic_true_state,val,relative_kmeans,oracle_state,4,diagnostic_true_state,152,0.75,0.6920513816527795,0.7838220990400472,0.09177071738726772,0.882918946149056,0.181485,0.18421052631578946,2.260655232165989,,0.0,"{""gpt-5.5"": 28, ""qwen3-14b-awq-local"": 67, ""qwen3-4b-local"": 57}"
relative_kmeans_k8_diagnostic_true_state,val,relative_kmeans,oracle_state,8,diagnostic_true_state,152,0.7105263157894737,0.6640063329889534,0.7838220990400472,0.11981576605109379,0.8471390814346355,0.1456925,0.28289473684210525,1.851715403167825,,0.0,"{""gemini-3.5-flash"": 25, ""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 77, ""qwen3-32b-awq-local"": 22, ""qwen3-4b-local"": 10}"
relative_kmeans_k8_mlp_active_state_reveal,val,relative_kmeans,mlp,8,diagnostic_active_state_reveal,152,0.618421052631579,0.6013696593099366,0.7838220990400472,0.1824524397301106,0.7672272318507459,0.053402000000000005,0.21710526315789475,1.3270083807016675,0.31,0.29605263157894735,"{""gemini-3.5-flash"": 25, ""gpt-5.5"": 8, ""qwen3-14b-awq-local"": 93, ""qwen3-32b-awq-local"": 26}"
relative_kmeans_k2_knn_active_state_reveal,val,relative_kmeans,knn,2,diagnostic_active_state_reveal,152,0.5921052631578947,0.5818063199367998,0.7838220990400472,0.20201577910324742,0.7422683293177653,0.0322545,0.5855263157894737,2.650049167244058,0.61,0.18421052631578946,"{""gemini-3.5-flash"": 89, ""qwen3-32b-awq-local"": 63}"
relative_kmeans_k2_diagnostic_true_state,val,relative_kmeans,oracle_state,2,diagnostic_true_state,152,0.5921052631578947,0.5811563796516755,0.7838220990400472,0.20266571938837163,0.7414391356959981,0.03429,0.5592105263157895,2.5880391236982847,,0.0,"{""gemini-3.5-flash"": 85, ""qwen3-32b-awq-local"": 67}"
relative_kmeans_k2_knn_lowconf_fallback,val,relative_kmeans,knn,2,low_confidence_fallback,152,0.5789473684210527,0.5715255005814912,0.7838220990400472,0.21229659845855597,0.7291520630528825,0.023244,0.5,2.4717419633739874,0.61,0.18421052631578946,"{""gemini-3.5-flash"": 76, ""qwen3-32b-awq-local"": 76}"
relative_kmeans_k2_knn_plain,val,relative_kmeans,knn,2,plain_predicted_state,152,0.5789473684210527,0.5701192922711562,0.7838220990400472,0.21370280676889097,0.7273580229102823,0.027648,0.5526315789473685,2.575999915599823,0.61,0.0,"{""gemini-3.5-flash"": 84, ""qwen3-32b-awq-local"": 68}"
relative_kmeans_k8_torch_mlp_active_state_reveal,val,relative_kmeans,torch_mlp,8,diagnostic_active_state_reveal,152,0.5986842105263158,0.5648049356489789,0.7838220990400472,0.21901716339106825,0.7205779683179382,0.106104,0.23684210526315788,1.7035853047119944,0.84,0.21710526315789475,"{""gemini-3.5-flash"": 24, ""gpt-5.5"": 12, ""qwen3-14b-awq-local"": 88, ""qwen3-32b-awq-local"": 19, ""qwen3-4b-local"": 9}"
relative_kmeans_k2_mlp_lowconf_fallback,val,relative_kmeans,mlp,2,low_confidence_fallback,152,0.5657894736842105,0.5580016851535402,0.7838220990400472,0.22582041388650698,0.7118983833664922,0.024390000000000002,0.5,2.550744091209612,0.88,0.21052631578947367,"{""gemini-3.5-flash"": 76, ""qwen3-32b-awq-local"": 76}"
relative_kmeans_k4_torch_mlp_active_state_reveal,val,relative_kmeans,torch_mlp,4,diagnostic_active_state_reveal,152,0.6052631578947368,0.5572656026700396,0.7838220990400472,0.22655649637000763,0.7109592895537481,0.15032,0.125,1.972164528934579,0.99,0.28289473684210525,"{""gpt-5.5"": 19, ""qwen3-14b-awq-local"": 81, ""qwen3-4b-local"": 52}"
relative_kmeans_k2_mlp_active_state_reveal,val,relative_kmeans,mlp,2,diagnostic_active_state_reveal,152,0.5657894736842105,0.5549239281364376,0.7838220990400472,0.22889817090360953,0.707971781882722,0.034029,0.6052631578947368,2.7192665950248114,0.88,0.21052631578947367,"{""gemini-3.5-flash"": 92, ""qwen3-32b-awq-local"": 60}"
relative_kmeans_k8_knn_active_state_reveal,val,relative_kmeans,knn,8,diagnostic_active_state_reveal,152,0.5657894736842105,0.5543095900826037,0.7838220990400472,0.22951250895744346,0.7071880095770084,0.035953,0.24342105263157895,1.3375227670920522,0.26,0.02631578947368421,"{""gemini-3.5-flash"": 34, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 93, ""qwen3-32b-awq-local"": 20, ""qwen3-4b-local"": 2}"
relative_kmeans_k4_mlp_active_state_reveal,val,relative_kmeans,mlp,4,diagnostic_active_state_reveal,152,0.5921052631578947,0.5526155236527428,0.7838220990400472,0.23120657538730438,0.705026720131437,0.12367499999999998,0.125,1.670501610166148,0.51,0.28289473684210525,"{""gpt-5.5"": 19, ""qwen3-14b-awq-local"": 91, ""qwen3-4b-local"": 42}"
relative_kmeans_k2_torch_mlp_lowconf_fallback,val,relative_kmeans,torch_mlp,2,low_confidence_fallback,152,0.5592105263157895,0.5504001714559075,0.7838220990400472,0.2334219275841397,0.702200374459953,0.0275925,0.5328947368421053,2.5631315284653713,0.9500000000000001,0.09868421052631579,"{""gemini-3.5-flash"": 81, ""qwen3-32b-awq-local"": 71}"
relative_kmeans_k8_knn_plain,val,relative_kmeans,knn,8,plain_predicted_state,152,0.5592105263157895,0.5490667641207668,0.7838220990400472,0.23475533491928036,0.7004992137797761,0.031768500000000005,0.25,1.3459252856279675,0.26,0.0,"{""gemini-3.5-flash"": 35, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 92, ""qwen3-32b-awq-local"": 20, ""qwen3-4b-local"": 2}"
relative_kmeans_k2_torch_mlp_active_state_reveal,val,relative_kmeans,torch_mlp,2,diagnostic_active_state_reveal,152,0.5592105263157895,0.5486079263955281,0.7838220990400472,0.23521417264451905,0.6999138287468705,0.0332055,0.5921052631578947,2.6613577839575315,0.9500000000000001,0.09868421052631579,"{""gemini-3.5-flash"": 90, ""qwen3-32b-awq-local"": 62}"
relative_kmeans_k16_torch_mlp_active_state_reveal,val,relative_kmeans,torch_mlp,16,diagnostic_active_state_reveal,152,0.5526315789473685,0.54361623186786,0.7838220990400472,0.24020586717218717,0.6935454263583929,0.0282345,0.07894736842105263,1.3405096891679262,0.78,0.26973684210526316,"{""gemini-3.5-flash"": 7, ""gpt-5.5"": 5, ""qwen3-14b-awq-local"": 79, ""qwen3-32b-awq-local"": 18, ""qwen3-4b-local"": 21, ""qwen3-8b-local"": 22}"
relative_kmeans_k8_knn_lowconf_fallback,val,relative_kmeans,knn,8,low_confidence_fallback,152,0.5526315789473685,0.543138555293777,0.7838220990400472,0.2406835437462702,0.6929360067277547,0.0297305,0.23026315789473684,1.317152594265185,0.26,0.02631578947368421,"{""gemini-3.5-flash"": 33, ""gpt-5.5"": 2, ""qwen3-14b-awq-local"": 92, ""qwen3-32b-awq-local"": 24, ""qwen3-4b-local"": 1}"
relative_kmeans_k2_mlp_plain,val,relative_kmeans,mlp,2,plain_predicted_state,152,0.5526315789473685,0.5427723153001452,0.7838220990400472,0.24104978373990193,0.6924687578531947,0.030877500000000002,0.5921052631578947,2.654125608895954,0.88,0.0,"{""gemini-3.5-flash"": 90, ""qwen3-32b-awq-local"": 62}"
relative_kmeans_k2_torch_mlp_plain,val,relative_kmeans,torch_mlp,2,plain_predicted_state,152,0.5460526315789473,0.5362283315579689,0.7838220990400472,0.2475937674820783,0.684119945348175,0.030768,0.5855263157894737,2.6449285228001442,0.9500000000000001,0.0,"{""gemini-3.5-flash"": 89, ""qwen3-32b-awq-local"": 63}"
relative_kmeans_k16_mlp_active_state_reveal,val,relative_kmeans,mlp,16,diagnostic_active_state_reveal,152,0.5394736842105263,0.5332035405706422,0.7838220990400472,0.25061855846940495,0.6802609179093836,0.019637,0.046052631578947366,1.1117838872106451,0.22,0.2565789473684211,"{""gemini-3.5-flash"": 3, ""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 105, ""qwen3-32b-awq-local"": 6, ""qwen3-4b-local"": 22, ""qwen3-8b-local"": 12}"
relative_kmeans_k8_mlp_plain,val,relative_kmeans,mlp,8,plain_predicted_state,152,0.5197368421052632,0.5065194738259342,0.7838220990400472,0.277302625214113,0.6462173935211477,0.04139450000000001,0.1513157894736842,1.0881930323023545,0.31,0.0,"{""gemini-3.5-flash"": 15, ""gpt-5.5"": 8, ""qwen3-14b-awq-local"": 105, ""qwen3-32b-awq-local"": 24}"
relative_kmeans_k8_torch_mlp_plain,val,relative_kmeans,torch_mlp,8,plain_predicted_state,152,0.5328947368421053,0.5058870119063137,0.7838220990400472,0.2779350871337335,0.6454104987928732,0.0845835,0.21052631578947367,1.5433509381193864,0.84,0.0,"{""gemini-3.5-flash"": 23, ""gpt-5.5"": 9, ""qwen3-14b-awq-local"": 93, ""qwen3-32b-awq-local"": 21, ""qwen3-4b-local"": 6}"
relative_kmeans_k8_torch_mlp_lowconf_fallback,val,relative_kmeans,torch_mlp,8,low_confidence_fallback,152,0.5263157894736842,0.5012269130485553,0.7838220990400472,0.2825951859914919,0.6394651460610917,0.078574,0.17763157894736842,1.5255646674256576,0.84,0.21710526315789475,"{""gemini-3.5-flash"": 19, ""gpt-5.5"": 8, ""qwen3-14b-awq-local"": 74, ""qwen3-32b-awq-local"": 47, ""qwen3-4b-local"": 4}"
relative_kmeans_k4_knn_active_state_reveal,val,relative_kmeans,knn,4,diagnostic_active_state_reveal,152,0.5197368421052632,0.49341354212705635,0.7838220990400472,0.29040855691299083,0.629496849771579,0.08244000000000001,0.07894736842105263,2.0504680762165473,0.4,0.15789473684210525,"{""gpt-5.5"": 12, ""qwen3-14b-awq-local"": 67, ""qwen3-4b-local"": 73}"
relative_kmeans_k4_torch_mlp_lowconf_fallback,val,relative_kmeans,torch_mlp,4,low_confidence_fallback,152,0.5131578947368421,0.4841923663826084,0.7838220990400472,0.2996297326574388,0.6177324765091498,0.090715,0.07236842105263158,1.659275781167181,0.99,0.28289473684210525,"{""gpt-5.5"": 11, ""qwen3-14b-awq-local"": 65, ""qwen3-32b-awq-local"": 43, ""qwen3-4b-local"": 33}"
relative_kmeans_k4_mlp_plain,val,relative_kmeans,mlp,4,plain_predicted_state,152,0.5,0.47066887025718007,0.7838220990400472,0.3131532287828671,0.6004792041888226,0.09186,0.09868421052631579,1.5562330358906795,0.51,0.0,"{""gpt-5.5"": 15, ""qwen3-14b-awq-local"": 95, ""qwen3-4b-local"": 42}"
relative_kmeans_k16_knn_active_state_reveal,val,relative_kmeans,knn,16,diagnostic_active_state_reveal,152,0.48026315789473684,0.46595616975641185,0.7838220990400472,0.31786592928363533,0.5944667422965898,0.044807,0.06578947368421052,1.5298285201976174,0.26,0.13815789473684212,"{""gemini-3.5-flash"": 3, ""gpt-5.5"": 7, ""qwen3-14b-awq-local"": 82, ""qwen3-32b-awq-local"": 7, ""qwen3-4b-local"": 34, ""qwen3-8b-local"": 19}"
