query_id,method,true_state,text_state,text_confidence,probe_state,probe_confidence,final_state,used_probe
mbpp:test:87,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,0.9336285724053737,local_enough,0.9975,local_enough,0.0
mbpp:test:88,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.99,local_enough,0.0
mbpp:test:89,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.85,local_enough,0.0
mbpp:test:90,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.98125,local_enough,0.0
mbpp:test:91,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,1.0,local_enough,0.0
mbpp:test:92,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.99,local_enough,0.0
mbpp:test:93,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,0.9300449629912569,local_enough,0.99625,local_enough,0.0
mbpp:test:94,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.99875,local_enough,0.0
mbpp:test:95,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.985,local_enough,0.0
mbpp:test:96,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.99875,local_enough,0.0
mbpp:test:97,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,0.9359618090128164,local_enough,0.99625,local_enough,0.0
mbpp:test:98,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,0.9310728668129484,local_enough,1.0,local_enough,0.0
mbpp:test:99,active_probe::knn::probe_only::extratrees::rate_0.1,local_enough,local_enough,1.0,local_enough,0.98125,local_enough,0.0
gsm8k:test:9,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8712229493084966,local_enough,0.9175,local_enough,0.0
gsm8k:test:81,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.7971823008516866,local_enough,0.97125,local_enough,1.0
gsm8k:test:82,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,1.0,local_enough,0.99875,local_enough,0.0
gsm8k:test:83,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8658704055519673,local_enough,0.995,local_enough,0.0
gsm8k:test:84,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.7362327657835659,local_enough,0.99375,local_enough,1.0
gsm8k:test:85,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.6668597479386189,local_enough,0.9925,local_enough,1.0
gsm8k:test:86,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8680041896870934,local_enough,0.9225,local_enough,0.0
gsm8k:test:87,active_probe::knn::probe_only::extratrees::rate_0.2,frontier_needed,local_enough,0.8681158210894488,local_enough,0.94625,local_enough,0.0
gsm8k:test:88,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.6669883959089724,local_enough,0.9975,local_enough,1.0
gsm8k:test:89,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.6666135778462515,local_enough,0.9275,local_enough,1.0
gsm8k:test:90,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8014964852678915,local_enough,0.96625,local_enough,0.0
gsm8k:test:91,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.6620240906870979,local_enough,0.9975,local_enough,1.0
gsm8k:test:92,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8655300591932,local_enough,0.96125,local_enough,0.0
gsm8k:test:93,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.6713185552757213,local_enough,0.985,local_enough,1.0
gsm8k:test:94,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.7953816494522682,local_enough,0.78375,local_enough,1.0
gsm8k:test:95,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.6791438968696105,local_enough,0.9925,local_enough,1.0
gsm8k:test:96,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.9312235545565107,local_enough,0.98625,local_enough,0.0
gsm8k:test:97,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.9330047961973235,local_enough,0.9325,local_enough,0.0
gsm8k:test:98,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.797270565356948,local_enough,0.98125,local_enough,1.0
gsm8k:test:99,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8673004266550061,local_enough,0.98875,local_enough,0.0
math500:test:9,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8049343989483572,local_enough,0.85625,local_enough,0.0
math500:test:81,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.8596911274100115,frontier_needed,0.75125,local_enough,0.0
math500:test:82,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.6690262128422676,local_enough,0.6575,local_enough,1.0
math500:test:83,active_probe::knn::probe_only::extratrees::rate_0.2,frontier_needed,local_enough,0.8672920888429335,frontier_needed,0.6975,local_enough,0.0
math500:test:84,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.9367499996061218,local_enough,0.86125,local_enough,0.0
math500:test:85,active_probe::knn::probe_only::extratrees::rate_0.2,local_enough,local_enough,0.742061463017183,frontier_needed,0.55625,frontier_needed,1.0
math500:test:86,active_probe::knn::probe_only::extratrees::rate_0.2,frontier_needed,local_enough,1.0,frontier_needed,0.5075,local_enough,0.0
